data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7876769,48,BHR1395,1395,"06 March 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Capital,,,"Al Akr",26.1431,50.6103,1,"Revolution Bahrain","New media","On 6 March 2019, anti-regime rioters in Akr threw Molotov cocktails at armoured police vehicles. [size=no report]",0,1618859404,BHR
5736336,48,BHR1394,1394,"05 March 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Southern,,,Nuwaidrat,26.1347,50.5975,1,"14 February Revolution Youth Coalition",Other,"On 5/3/2019, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Nuwaidrat with burning tyres. [size=no report]",0,1567462117,BHR
8749533,48,BHR1393,1393,"02 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Capital,,,"Bilad al Qadim",26.2117,50.5619,1,"LuaLua TV",National,"On 2/3/2019, a Shiite crowd protested in Manama's Bilad al Qadim suburb against a Bahraini court sentencing 167 Shiites to 1 to 10 years in prison for holding a sit-in that continued for several months outside the house of Ayatollah Sheikh Qassim after the regime revoked his citizenship. The protesters also chanted slogans against Bahrain's top court decision to upheld the death penalty for two Shiite men in connection with a fatal bombing in which two policemen were killed in Sitrah in 2015, and the death sentence for four Shiite men over an explosion that killed a security officer in Diraz in 2017. [size=dozens]",0,1641867731,BHR
6052926,48,BHR1392,1392,"01 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Northern,,,"Ash Shakhurah",26.2147,50.5069,1,"Abusaiba Media","New media","On 1/3/2019, a Shiite crowd protested in Shakhurah against a Bahraini court sentencing 167 Shiites to 1 to 10 years in prison for holding a sit-in that continued for several months outside the house of Ayatollah Sheikh Qassim after the regime revoked his citizenship. The protesters also chanted slogans against Bahrain's top court decision to upheld the death penalty for two Shiite men in connection with a fatal bombing in which two policemen were killed in Sitrah in 2015, and the death sentence for four Shiite men over an explosion that killed a security officer in Diraz in 2017. [size=dozens]",0,1571164539,BHR
6052930,48,BHR1391,1391,"01 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"Abusaiba Media","New media","On 1/3/2019, a Shiite crowd protested in Abu Saybi against a Bahraini court sentencing 167 Shiites to 1 to 10 years in prison for holding a sit-in that continued for several months outside the house of Ayatollah Sheikh Qassim after the regime revoked his citizenship, and Bahrain's top court decision to upheld the death penalty for two Shiite men in connection with a fatal bombing in which two policemen were killed in Sitrah in 2015. [size=dozens]",0,1571164539,BHR
8780128,48,BHR1390,1390,"01 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Capital,,,"Al Musalla",26.2122,50.5372,1,"LuaLua TV; Press TV",Regional-International,"On 1/3/2019, a Shiite crowd protested in Musalla against a Bahraini court sentencing 167 Shiites to 1 to 10 years in prison for holding a sit-in that continued for several months outside the house of Ayatollah Sheikh Qassim after the regime revoked his citizenship, and Bahrain's top court decision to uphold the death penalty for two Shiite men in connection with a fatal bombing in which two policemen were killed in Sitrah in 2015. [size=dozens]",0,1642167850,BHR
7403743,48,BHR1388,1388,"28 February 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition; Shiite Muslim Group (Bahrain)",5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Daih",26.2167,50.5333,1,"14 February Revolution Youth Coalition",Other,"On 28/2/2019, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Daih with burning tyres. They are currently denouncing Bahrain's top court decision to uphold the death penalty for six Shiite men in connection with two fatal bombing in 2015 and 2017. [size=no report]",0,1607976984,BHR
7875983,48,BHR1389,1389,"28 February 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition; Shiite Muslim Group (Bahrain)",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"14 February Revolution Youth Coalition",Other,"On 28 February 2019, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, threw Molotov cocktails at security forces in Abu Saybi. [size=no report]",0,1618859403,BHR
8464670,48,BHR1387,1387,"28 February 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition; Shiite Muslim Group (Bahrain)",5,,,0,50,"Middle East",Bahrain,Capital,,,"Jidd Hafs",26.2191,50.5366,1,"14 February Revolution Youth Coalition",Other,"On 28/2/2019, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Jidd Hafs with burning tyres. They are currently denouncing Bahrain's top court decision to uphold the death penalty for six Shiite men in connection with two fatal bombing in 2015 and 2017. [size=no report]",0,1630985294,BHR
5736195,48,BHR1386,1386,"27 February 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition; Shiite Muslim Group (Bahrain)",5,,,0,50,"Middle East",Bahrain,Muharraq,,,Samahij,26.28,50.635,1,"14 February Revolution Youth Coalition",Other,"On 27/2/2019, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Samahij with burning tyres. They are currently denouncing Bahrain's top court decision to upheld the death penalty for six Shiite men in connection with two fatal bombing in 2015 and 2017. [size=no report]",0,1567462117,BHR
5736247,48,BHR1385,1385,"27 February 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition; Shiite Muslim Group (Bahrain)",5,,,0,50,"Middle East",Bahrain,Northern,,,"Al Diraz",26.2181,50.4706,1,"14 February Revolution Youth Coalition",Other,"On 27/2/2019, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Diraz with burning tyres. They are currently denouncing Bahrain's top court decision to upheld the death penalty for six Shiite men in connection with two fatal bombing in 2015 and 2017. [size=no report]",0,1567462117,BHR
8780134,48,BHR1383,1383,"27 February 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"Press TV; LuaLua TV",Regional-International,"On 27/2/2019, a Shiite crowd protested in Abu Saybi against a Bahraini court sentencing 167 Shiites to 1 to 10 years in prison for holding a sit-in that continued for several months outside the house of Ayatollah Sheikh Qassim after the regime revoked his citizenship, and Bahrain's top court decision to uphold the death penalty for two Shiite men in connection with a fatal bombing in which two policemen were killed in Sitrah in 2015. [size=dozens]",0,1642167850,BHR
8780135,48,BHR1384,1384,"27 February 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Northern,,,"Ash Shakhurah",26.2147,50.5069,1,"LuaLua TV; Press TV",Regional-International,"On 27/2/2019, a Shiite crowd protested in Shakhurah against a Bahraini court sentencing 167 Shiites to 1 to 10 years in prison for holding a sit-in that continued for several months outside the house of Ayatollah Sheikh Qassim after the regime revoked his citizenship. They also chanted slogans against Bahrain's top court decision to uphold the death penalty for two Shiite men in connection with a fatal bombing in which two policemen were killed in Sitrah in 2015, and the death sentence for four Shiite men over an explosion that killed a security officer in Diraz in 2017. [size=dozens]",0,1642167850,BHR
8749902,48,BHR1382,1382,"25 February 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Northern,,,"Al Diraz",26.2181,50.4706,1,"LuaLua TV",National,"On 25/2/2019, a Shiite crowd held a rally in Diraz against Bahrain's top court decision that upheld the death penalty for two Shiite men in connection with a fatal bombing in which two policemen were killed in Sitrah in 2015, and the death sentence for four Shiite men over an explosion that killed a security officer in Diraz in 2017. [size=no report]",0,1641867732,BHR
5736093,48,BHR1381,1381,"24 February 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition; Shiite Muslim Group (Bahrain)",5,,,0,50,"Middle East",Bahrain,Northern,,,Sar,26.1942,50.4819,1,"14 February Revolution Youth Coalition",Other,"On 24/2/2019, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, set an Israeli flag ablaze in Sar. [size=no report]",0,1567462116,BHR
6060063,48,BHR1380,1380,"23 February 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,,,0,50,"Middle East",Bahrain,Northern,,,Karranah,26.2292,50.5094,1,"Al Wafa","New media","On 23/2/2019, to denounce normalization of ties between Bahrain and Israel, rioters in Karranah set Israeli flags ablaze. [size=no report]",0,1571164548,BHR
8464975,48,BHR1379,1379,"23 February 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,,,0,50,"Middle East",Bahrain,Capital,,,"Jidd Hafs",26.2191,50.5366,1,"Al Wafa",Other,"On 23/2/2019, to denounce normalization of ties between Bahrain and Israel, rioters in Jidd Hafs set Israeli flags ablaze. [size=no report]",0,1630985295,BHR
8749633,48,BHR1378,1378,"23 February 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Capital,,,Manama,26.2279,50.5857,1,"LuaLua TV",National,"On 23/2/2019, a Shiite crowd protested in Manama's Bilad al Qadim suburb in support of Ayatollah Sheikh Isa Qassim, remembrance of martyrs, and against normalization of ties between Bahrain and Israel. [size=small]",0,1641867731,BHR
6052910,48,BHR1371,1371,"22 February 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"Abusaiba Media","New media","On 22/2/2019, a Shiite crowd protested in Abu Saybi in support of Ayatollah Sheikh Isa Qassim, and against normalization of ties between Bahrain and Israel. [size=dozens]",0,1571164539,BHR
6052917,48,BHR1372,1372,"22 February 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Northern,,,"Ash Shakhurah",26.2147,50.5069,1,"Abusaiba Media","New media","On 22/2/2019, a Shiite crowd protested in Shakhurah in support of Ayatollah Sheikh Isa Qassim, and against normalization of ties between Bahrain and Israel. [size=dozens]",0,1571164539,BHR
6121604,48,BHR1377,1377,"22 February 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Southern,,,Nuwaidrat,26.1347,50.5975,1,"Revolution Bahrain","New media","On 22/2/2019, a crowd protested in Nuwaidrat in remembrance of martyrs, and against normalization of ties between Bahrain and Israel. [size=small]",0,1571164635,BHR
8749422,48,BHR1375,1375,"22 February 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Capital,,,"Al Maamir",26.1333,50.6086,1,"LuaLua TV",National,"On 22/2/2019, a crowd protested in Maamir in remembrance of martyrs, and against normalization of ties between Bahrain and Israel. [size=small]",0,1641867730,BHR
8749488,48,BHR1373,1373,"22 February 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Capital,,,"Al Musalla",26.2122,50.5372,1,"LuaLua TV",National,"On 22/2/2019, a Shiite crowd protested in Musalla in support of Ayatollah Sheikh Isa Qassim, remembrance of martyrs, and against normalization of ties between Bahrain and Israel. [size=dozens]",0,1641867731,BHR
8749581,48,BHR1376,1376,"22 February 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Capital,,,Karbabad,26.2303,50.5294,1,"LuaLua TV",National,"On 22/2/2019, a crowd protested in Karbabad in remembrance of martyrs, and against normalization of ties between Bahrain and Israel. [size=small]",0,1641867731,BHR
8750086,48,BHR1374,1374,"22 February 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Northern,,,Karranah,26.2292,50.5094,1,"LuaLua TV",National,"On 22/2/2019, a crowd protested in Karranah in remembrance of martyrs, and against normalization of ties between Bahrain and Israel. [size=no report]",0,1641867733,BHR
6060147,48,BHR1368,1368,"21 February 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Capital,,,Sanabis,26.2272,50.5508,1,"Al Wafa","New media","On 21/2/2019, a crowd protested in Sanabis in remembrance of martyrs, and against normalization of ties between Bahrain and Israel. [size=dozens]",0,1571164548,BHR
7876055,48,BHR1366,1366,"21 February 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"Abusaiba Media","New media","On 21 February 2019, anti-regime rioters in Abu Saybi threw Molotov cocktails at security forces, who responded by firing tear gas. [size=no report]",0,1618859403,BHR
7882999,48,BHR1370,1370,"21 February 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,Manama,26.2279,50.5857,1,"14 February Revolution Youth Coalition",Other,"On 21/2/2019, a crowd protested in Manama against normalization of ties between Bahrain and Israel. [size=no report]",0,1618873886,BHR
8750184,48,BHR1367,1367,"21 February 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Southern,,,Nuwaidrat,26.1347,50.5975,1,"LuaLua TV",National,"On 21/2/2019, a Shiite crowd held a rally in Nuwaidrat to commemorate the second anniversary of the death of Abdullah Al-Ajooz, a young Shiite man who died as police attempted to arrest him in 2017. [size=dozens]",0,1641867733,BHR
6052890,48,BHR1364,1364,"17 February 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Northern,,,"Ash Shakhurah",26.2147,50.5069,1,"Abusaiba Media","New media","On 17/2/2019, Shiite protesters in Shakhurah called for the release of Shiite cleric Majeed Al-Maashal, the head of the dissolved Bahraini Islamic Ulama Council. [size=dozens]",0,1571164539,BHR
6052923,48,BHR1363,1363,"17 February 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"Abusaiba Media","New media","On 17/2/2019, Shiite protesters in Abu Saybi called for the release of Shiite cleric Majeed Al-Maashal, the head of the dissolved Bahraini Islamic Ulama Council. [size=dozens].",0,1571164539,BHR
6060040,48,BHR1365,1365,"17 February 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Capital,,,Sanabis,26.2272,50.5508,1,"Al Wafa","New media","On 17/2/2019, an anti-regime rally was held in Sanabis. [size=small]",0,1571164548,BHR
7883464,48,BHR1362,1362,"16 February 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Northern,,,Aali,26.1619,50.5164,1,"14 February Revolution Youth Coalition",Other,"On 16 February 2019, anti-regime rioters in Aali threw Molotov cocktails at security forces. [size=no report]",0,1618873887,BHR
6060001,48,BHR1361,1361,"15 February 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Northern,,,"Ash Shakhurah",26.2147,50.5069,1,"Al Wafa","New media","On 15/2/2019, a Shiite crowd took to the streets in Ash Shakhurah and chanted slogans in support of leading Shiite cleric Ayatollah Sheikh Isa Qassim.",0,1571164547,BHR
